latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
36.58,37,1054,434,879,257,2.5234,63500
36.58,18,1425,280,753,266,3.7813,87300
36.59,28,1274,215,572,202,3.825,84200
36.6,18,2379,448,1638,436,2.309,57100
36.61,20,1490,318,1474,326,1.4937,54700
36.61,14,3004,793,3535,735,1.586,56900
36.62,34,1440,267,1018,265,2.2206,63400
36.58,21,2106,410,867,380,1.9913,95300
36.61,33,1225,275,1065,248,1.8958,55100
36.61,33,587,170,730,162,1.5625,55800
36.66,27,1388,296,1056,284,1.6094,55200
36.64,27,823,171,798,200,3.0521,113800
36.65,43,1676,320,1056,276,2.5562,93200
36.6,33,1589,294,1102,307,1.9676,62400
36.58,13,1788,405,1652,411,2.6858,62400
36.57,19,1733,303,911,281,3.5987,131700
36.58,28,1452,300,919,308,2.8287,73100
36.58,29,1312,280,788,271,2.6974,73000
36.59,17,2287,390,1330,393,4.0197,88000
36.59,10,2842,620,1443,576,2.2727,92700
36.57,42,2311,439,1347,436,2.5556,69700
36.57,33,1923,403,1205,389,1.8333,68300
36.57,42,2242,521,1359,483,1.5833,65100
36.58,22,1794,435,1127,359,1.2647,55300
36.56,36,738,168,737,186,1.4415,54400
36.56,34,576,117,363,97,2.0658,92500
36.56,34,1911,497,1886,481,1.625,53000
36.56,30,1722,372,1467,403,1.8878,51600
36.55,34,2065,343,1041,313,3.2917,111500
36.52,16,2703,415,1106,372,4.2045,120900
36.51,46,1889,390,971,403,2.2132,76600
36.51,37,1018,213,663,204,1.6635,67000
36.51,9,3860,809,2157,770,2.5033,70100
36.52,31,1986,417,1042,422,3.0294,70200
36.53,19,2746,495,1670,518,3.2019,95700
36.56,32,1513,272,1038,272,3.0469,82700
36.57,32,1604,292,868,276,2.1908,110000
36.51,30,1671,319,966,282,3.1333,100000
36.52,35,990,192,674,178,3.3214,101600
36.52,20,1741,331,1466,289,2.5921,94200
36.44,26,1727,289,802,259,3.2083,75000
36.46,29,1702,301,914,280,2.8125,79200
36.43,29,1799,356,1278,387,1.7813,57900
36.54,34,1370,287,818,269,2.4044,72500
36.55,32,1393,276,999,245,2.0216,76800
36.51,31,1241,254,767,226,2.7321,83600
36.54,19,1310,241,702,217,2.4375,78200
36.54,31,1732,332,979,294,2.5208,60000
36.64,34,1422,237,716,222,2.975,90000
36.57,17,1497,308,1425,247,2.0313,69400
36.58,20,1935,363,1319,359,2.4814,74600
36.6,24,2246,462,1291,394,2.4006,76400
36.45,19,2439,462,1416,469,2.4474,75600
36.43,34,1175,251,683,261,1.7176,58400
36.43,23,1824,354,1146,362,2.8913,60900
36.44,18,1128,237,772,220,2.1771,39200
36.34,18,1524,414,2030,356,2.1153,112500
36.16,17,598,160,715,146,2.3295,55000
36.21,12,1462,356,1708,367,1.5086,64700
36.19,12,1923,559,2809,535,1.4191,55100
36.29,11,1337,412,1376,318,2.4398,87500
36.18,29,579,116,218,99,2.1458,104200
36.16,36,613,124,310,124,3.0658,65000
36.14,18,1206,274,622,217,1.8264,62000
36.15,17,2279,448,1200,420,2.7461,70000
36.13,10,2522,533,1335,493,3.2639,86400
36.15,34,2084,339,868,347,4.381,86300
36.16,18,1519,296,846,272,2.7792,85300
36.14,9,2671,647,1484,541,1.7075,60400
36.13,29,1938,434,1306,415,3.0134,55500
36.65,24,943,209,514,156,2.25,76600
36.65,31,1177,221,744,223,2.4937,66000
36.59,25,948,198,613,171,2.3026,90600
36.61,29,1479,338,1408,322,2.293,57200
36.6,25,875,214,931,214,1.5536,58300
36.49,14,1508,347,1679,345,2.4786,56000
36.77,24,1335,312,1180,267,1.947,68900
36.72,18,819,198,996,198,2.5,112500
36.55,20,1193,263,1274,241,1.9417,38800
36.78,11,1947,488,2104,486,1.7184,55200
36.75,25,1689,495,1745,457,1.9056,60000
36.76,25,991,272,941,262,1.8125,58000
36.76,12,932,244,1043,243,1.4038,54300
36.87,20,1287,310,954,269,1.3386,63000
36.86,34,673,173,539,182,2.3523,66000
36.84,29,1563,293,883,288,2.8182,90500
36.85,20,1519,376,1681,370,2.1759,58100
36.86,21,1779,399,1446,371,2.4414,71900
36.97,42,1766,344,1084,323,2.3295,74400
36.84,18,902,195,771,174,2.2083,55000
36.51,46,55,11,26,5,4.125,67500
36.51,36,49,7,28,2,4.625,162500
39.75,18,2603,576,1616,588,2.0192,63700
39.75,30,4157,834,1885,774,1.6948,67500
39.74,20,707,126,337,125,3.0469,85000
39.74,39,4179,814,2111,809,2.3507,65600
39.79,16,2127,412,1104,369,3.0469,72200
39.78,32,1288,221,562,203,2.325,69600
39.74,20,1401,280,668,250,2.2569,94300
39.7,23,1658,307,836,297,3.35,85400
39.75,16,2026,396,1031,382,1.9375,73100
39.71,16,255,73,85,38,1.6607,14999
39.68,21,1155,210,510,175,2.3851,67500
39.65,33,419,77,190,67,3.6429,87500
39.55,28,1471,259,673,246,3.25,81600
39.5,25,1231,240,658,211,2.4861,71900
39.53,34,2679,533,1287,505,2.165,58700
39.53,22,3265,658,1647,594,2.3566,71000
39.53,8,1268,336,1237,326,1.3708,125000
39.51,17,1201,268,555,277,2.1,66900
39.52,39,2551,482,1181,437,2.0625,63400
39.51,37,2358,413,1060,424,2.8333,69700
39.5,23,462,97,261,90,2.1705,53000
39.72,23,2502,481,1443,455,2.5625,70000
39.6,34,2051,342,958,322,2.8466,95300
39.47,43,1320,215,512,197,2.4917,77100
39.45,39,844,161,535,165,1.832,70500
39.74,20,2332,518,1856,495,2.1746,58700
40.8,52,661,316,392,244,0.957,60000
40.8,52,2416,618,1150,571,1.7308,80500
40.79,52,1264,277,591,284,1.7778,76900
40.8,52,1606,419,891,367,1.585,75500
40.8,52,1557,344,758,319,1.8529,62500
40.79,52,2148,421,975,430,2.2566,92700
40.78,50,2285,403,837,353,2.5417,85400
40.78,39,1606,330,731,327,1.6369,68300
40.78,37,1371,319,640,260,1.8242,70000
40.79,39,1836,352,883,337,1.745,70500
40.79,40,1398,311,788,279,1.4668,64600
40.79,43,2285,479,1169,482,1.9688,70500
40.78,43,2241,446,932,395,2.9038,82000
40.77,35,2141,438,1053,434,2.8529,85600
40.77,30,1895,366,990,359,2.2227,81300
40.78,37,1453,293,867,310,2.5536,70200
40.78,33,1076,222,656,236,2.5096,72200
40.78,34,1592,364,950,317,2.1607,67000
40.75,13,2171,339,951,353,4.8516,116100
40.76,26,1776,361,992,380,2.8056,82800
40.77,30,2975,634,1367,583,2.442,69000
40.81,50,340,74,235,83,1.75,67500
40.8,32,1373,312,872,306,2.5,72600
40.8,47,1486,335,765,329,1.755,74100
40.8,52,2167,480,908,451,1.6111,74700
40.8,52,1703,500,952,435,1.1386,74100
40.79,38,1552,290,873,291,2.4896,81000
40.78,41,2127,358,911,349,3.1711,104200
40.78,46,1975,346,791,349,3.8,81800
40.79,46,3042,597,1206,541,2.1135,90600
40.79,37,2692,488,1263,486,3.0216,86400
40.78,35,2426,423,982,432,3.4219,92800
40.77,27,3046,605,1407,571,2.9143,99600
40.76,24,2858,511,1388,512,3.375,100600
40.78,36,2112,374,829,368,3.3984,90000
40.81,23,959,212,425,175,2.5536,96100
40.78,34,2142,420,1056,382,2.1101,86900
40.8,31,2152,462,1259,420,2.2478,81100
40.79,29,2474,453,1130,427,2.8833,83000
40.79,32,2017,359,855,346,3.5833,92800
40.86,34,4183,11,1891,669,3.2216,98100
40.85,31,2414,428,1005,401,3.5156,143000
40.8,22,2588,435,1198,442,3.9792,133900
40.86,18,1287,484,805,502,1.1157,150000
40.86,25,1322,387,794,379,1.1742,75000
40.87,44,692,206,398,211,1.1576,87500
40.87,47,1765,326,796,333,2.2138,99200
40.87,29,1710,469,990,425,1.1479,101100
40.88,50,921,187,420,187,2.2188,105800
40.87,31,334,134,780,130,0.7684,153100
40.88,33,2235,506,1165,441,1.725,57500
40.88,35,2987,578,1581,585,2.0657,81100
40.88,31,1982,495,1052,467,1.5326,74100
40.88,26,2683,555,1353,526,2.4321,82100
40.9,18,4032,798,1948,775,2.7321,92600
40.81,52,1112,209,544,172,3.3462,50800
40.88,12,2087,424,1603,438,2.5667,139500
40.66,25,2395,431,983,375,3.0469,136000
40.91,13,2522,719,1381,628,1.6667,78800
41.03,24,2386,565,1058,414,2.0644,79800
41.32,31,938,238,425,157,1.0486,36700
41.09,19,1970,431,1166,363,1.8208,50000
41.11,19,1797,384,1033,327,1.4911,59200
41.3,22,1580,372,686,264,1.8065,62700
41.01,17,1564,345,517,222,2.1542,83800
41.36,29,1029,239,509,196,2.0156,62800
41.13,22,3263,799,1384,578,2.4708,119400
41.06,32,1020,215,421,198,3.0208,143400
41.04,26,1633,380,890,370,1.9741,97900
40.97,21,1513,319,943,301,3.538,102700
40.92,29,1429,212,672,266,2.9485,98800
40.89,28,1470,336,811,314,2.4559,75600
40.88,41,1719,372,844,336,2.6923,84200
40.93,28,1272,259,519,220,3.2891,106300
41.02,23,1672,385,1060,390,2.1726,75500
40.99,18,3297,662,1554,578,2.6847,111300
40.95,20,1075,214,529,196,3.1406,96000
40.95,19,1734,365,866,342,2.96,81700
40.95,18,2250,484,1248,472,2.5893,99600
40.93,25,2392,474,1298,461,3.5076,73600
40.93,17,1661,329,948,357,2.7639,90200
40.94,18,1550,345,941,335,2.3147,70100
40.92,12,2497,491,1153,462,2.8182,126900
40.94,14,1452,217,516,181,5.0329,165600
40.95,17,1485,345,823,316,1.8993,78400
40.81,23,2103,411,1019,387,2.9911,119700
40.72,28,3513,634,1658,598,3.8095,119900
40.73,33,644,129,334,121,3.9659,111800
40.74,17,2026,338,873,313,4.0357,128900
40.72,18,2581,499,1375,503,2.8446,100500
40.67,23,580,117,320,109,4.2054,130600
40.73,21,5694,1056,2907,972,3.5363,90100
40.75,32,1218,331,620,268,1.6528,58100
40.69,36,2349,528,1194,465,2.5179,79000
40.62,35,952,178,480,179,3.0536,107000
40.62,32,1595,309,706,277,2.8958,86400
40.62,43,2131,399,910,389,2.5804,92100
40.6,39,1322,283,642,292,2.4519,85100
40.59,39,1186,238,539,212,2.0938,79600
40.6,27,1148,206,521,219,4.025,128100
40.59,22,1665,405,826,382,1.5625,66800
40.59,17,2985,610,1544,584,2.178,76800
40.59,32,1878,340,937,353,3.4408,95200
40.55,24,2978,553,1370,480,2.7644,97300
40.57,31,1854,365,883,310,2.3167,92600
40.48,25,2015,524,746,251,1.7153,77100
40.58,25,1899,357,891,355,2.6987,92500
40.57,29,2864,600,1314,562,2.1354,75100
40.57,33,1348,234,573,236,2.4896,74100
40.55,38,544,434,240,91,3.25,94800
40.5,30,1927,393,996,374,2.2357,72300
40.5,42,2380,553,1300,504,1.7574,57500
40.44,38,2220,426,1041,401,2.3947,70500
40.47,52,1196,236,965,265,3.5345,55000
40.45,34,1006,213,443,158,2.6094,71300
40.58,52,2217,394,907,369,2.3571,111400
40.54,52,2694,453,1152,435,3.0806,106700
40.54,52,1820,300,806,270,3.0147,94600
40.28,32,1430,419,434,187,1.9417,76100
40.06,17,1319,267,393,163,2.625,135600
40.22,16,2088,535,816,326,1.319,70700
40.28,28,2809,605,1093,438,2.0962,74000
40.24,31,1852,452,917,359,1.725,54300
40.16,19,2283,634,1184,453,1.2227,76800
40.12,33,2985,591,1221,486,2.087,82400
40.11,35,2052,477,900,402,1.9625,101500
40.05,17,2019,496,899,347,2.1864,101900
33.12,38,1327,262,784,231,1.8793,60800
33.13,18,1109,283,1006,253,2.163,53400
33.12,21,1024,218,890,232,2.101,46700
33.19,33,1234,373,777,298,1,40000
33.24,32,1995,523,1069,410,1.6552,43300
33.2,37,709,187,390,142,2.4511,72500
33.09,27,452,103,258,61,2.9,87500
33.04,17,1009,231,745,217,2.0463,61200
33.04,20,1121,244,766,230,2.2969,62000
33.04,31,314,61,152,56,3.3472,91700
32.99,29,1141,220,684,194,3.4038,107800
32.96,17,841,146,473,154,3.1979,113500
32.98,32,1615,382,1307,345,1.4583,58600
32.98,21,1302,327,1244,316,2.2054,66400
32.99,25,2578,634,2082,565,1.7159,62200
32.99,20,1402,287,1104,317,1.9088,63700
32.99,23,1459,373,1148,388,1.5372,69400
32.98,27,1513,395,1121,381,1.9464,60600
32.99,17,1697,268,911,254,4.3523,96000
32.98,24,2565,530,1447,473,3.2593,80800
32.97,41,2429,454,1188,430,3.0091,70800
32.97,35,1583,340,933,318,2.4063,70700
32.98,33,2266,365,952,360,5.4349,143000
32.96,21,2164,480,1164,421,3.8177,107200
32.97,34,2231,545,1568,510,1.5217,60300
32.97,24,1617,366,1416,401,1.975,66400
32.97,10,1879,387,1376,337,1.9911,67500
32.82,34,591,139,327,89,3.6528,100000
32.76,16,1136,196,481,185,6.2558,146300
32.86,19,1087,171,649,173,3.3182,113800
32.81,23,1458,294,866,275,2.3594,74300
32.82,14,1276,270,867,261,1.9375,80900
32.82,30,1602,322,1130,335,3.5735,71100
32.82,38,1892,394,1175,374,1.9939,65800
32.81,35,1263,262,950,241,1.8958,67500
32.81,32,741,191,623,169,1.7604,68600
32.85,33,1365,269,825,250,3.2396,62300
32.85,17,1039,256,728,246,1.7411,63500
32.84,29,1207,301,804,288,1.9531,61100
32.83,31,1494,289,959,284,3.5282,67500
32.85,20,1608,274,862,248,4.875,90800
32.87,3,1629,317,1005,312,4.1293,83200
32.87,19,541,104,457,106,3.3583,102800
32.8,23,1228,235,569,235,3.1667,125000
32.79,18,1564,340,1161,343,2.1792,55200
32.8,44,472,81,206,57,2.2083,93800
32.75,16,348,99,123,54,2.0938,87500
32.75,19,377,69,198,55,1.625,112500
32.81,5,805,143,458,143,4.475,96300
32.82,34,1540,316,1013,274,2.5664,67500
32.81,10,1088,203,533,201,3.6597,87500
32.8,17,1492,426,1595,428,1.7188,69900
32.8,16,1307,359,961,327,1.1853,72600
32.8,16,2276,594,1184,513,1.875,93800
32.8,21,1260,246,805,239,2.6172,88500
32.77,18,1715,337,1166,333,2.2417,79200
32.73,14,1527,325,1453,332,1.735,61200
32.73,17,1190,275,1113,258,2.3571,63100
32.75,13,330,72,822,64,3.4107,142500
32.8,23,666,142,580,160,2.1136,61000
32.79,22,565,162,692,141,1.2083,53600
32.79,30,752,194,733,186,1.6607,56100
32.79,23,1712,403,1370,377,1.275,60400
32.79,23,1004,221,697,201,1.6351,59600
32.8,33,1192,213,1066,211,4.5714,68600
32.8,25,1311,375,1193,351,2.1979,63900
32.8,28,1672,416,1335,397,1.5987,59400
32.8,15,1171,328,1024,298,1.3882,69400
32.79,18,1178,438,1377,429,1.3373,58300
32.78,34,2856,555,1627,522,3.2083,76200
32.79,20,2372,835,2283,767,1.1707,62500
32.79,50,1291,277,864,274,1.6667,68100
32.78,46,2511,490,1583,469,3.0603,70800
32.78,35,1185,202,615,191,4.6154,86200
32.78,25,2007,301,1135,332,5.128,99600
32.78,29,1568,283,848,245,3.1597,76200
32.78,5,2652,606,1767,536,2.8025,84300
32.78,5,2494,414,1416,421,5.7843,110100
32.79,8,2183,307,1000,287,6.3814,159900
32.79,14,1687,507,762,451,1.6635,64400
32.79,34,1152,208,621,208,3.6042,73600
32.78,29,2321,367,1173,360,4.0375,86400
32.78,20,1534,235,871,222,6.2715,97200
32.78,15,1413,279,803,277,4.3021,87500
32.76,15,1278,217,653,185,4.4821,140300
32.69,30,935,177,649,148,2.5769,94400
32.69,17,1960,389,1691,356,1.899,64000
32.7,19,583,113,531,134,1.6838,95800
32.67,25,2322,573,2185,602,1.375,70100
32.67,24,1266,275,1083,298,1.4828,73100
32.68,15,3414,666,2097,622,2.3319,91200
32.68,18,3631,913,3565,924,1.5931,88400
32.67,35,2159,492,1694,475,2.1776,75500
32.67,29,1523,440,1302,393,1.1311,84700
32.68,11,2872,610,2644,581,2.625,72700
32.67,6,2804,581,2807,594,2.0625,67700
33.33,17,290,94,135,57,1.7292,81300
33.19,16,245,57,81,33,1.2639,51300
32.93,15,208,49,51,20,4.0208,32500
32.74,26,1134,280,329,158,1.4338,43900
32.69,18,414,86,98,54,1.5417,57500
33.41,20,1996,515,659,295,2.8684,62800
33.4,15,1945,536,515,273,2.0109,54300
33.38,5,186,43,41,21,2.7,58800
33.32,8,240,46,63,24,1.4688,53800
33.36,15,459,95,160,73,0.922,67500
33.34,19,1210,248,329,155,1.7857,62800
33.3,27,322,81,112,57,1.125,54400
33.28,12,99,25,37,17,1.8958,53800
33.26,2,96,18,30,16,5.3374,47500
33.43,24,796,243,227,139,0.8964,59200
33.07,18,1183,363,374,127,3.1607,57500
33.36,19,749,238,476,169,1.7727,50000
33.35,23,1586,448,338,182,1.2132,30000
32.79,21,44,33,64,27,0.8571,25000
32.8,19,2570,820,1431,608,1.275,56100
32.76,15,1448,378,949,300,0.8585,45000
32.74,17,1388,386,775,320,1.2049,44000
37.35,16,3806,794,1501,714,2.1212,108300
37.4,19,2460,405,1225,425,4.1576,141500
37.39,19,2682,518,1134,399,3.2132,166000
37.25,20,1468,283,721,270,3.0817,118800
37.37,26,3135,524,1385,523,4.337,139700
37.35,21,3302,557,1413,520,4.375,180400
37.36,18,2281,520,1425,465,1.7388,54400
37.36,34,2465,619,1172,575,1.9722,116100
37.37,25,3295,824,1477,770,1.8325,105800
37.36,38,1813,410,902,396,2.3261,98400
37.17,22,3480,673,1541,636,2.75,94500
36.95,19,99,26,51,22,1.7292,137500
36.94,35,2563,530,861,371,2.325,80600
36.64,34,2090,478,896,426,2.0357,74200
36.63,23,2311,487,1019,384,2.2574,104700
36.13,25,1709,439,632,292,1.7868,45500
36.4,19,619,239,490,164,2.1,14999
36,14,1372,386,436,213,1.1471,32900
35.42,42,2271,458,1124,447,2.7583,64900
35.42,45,1628,352,754,334,2.5703,62400
35.42,38,2952,598,1491,568,2.6094,67900
35.45,14,3520,604,1748,582,4.3162,87100
35.44,5,2133,487,1182,438,3.0268,77000
35.44,29,3415,631,1527,597,4.0125,84400
35.43,39,2033,370,956,379,3.1736,70700
35.42,40,1089,226,520,218,2.2727,67200
35.42,36,2044,447,1021,374,1.8472,57400
35.42,40,1912,439,1015,413,1.4598,52600
35.42,42,1705,418,905,393,1.6286,54600
35.41,41,1808,435,1005,373,1.7857,54300
35.42,47,1691,402,913,358,1.8403,54700
35.42,41,1992,421,1006,419,2.8393,57000
35.42,35,2353,483,1368,455,2.325,63200
35.41,21,2534,554,1297,517,2.0575,67000
35.41,41,2221,516,1106,473,1.97,51900
35.41,37,1761,443,911,365,2.0331,53200
35.41,25,1577,310,844,309,3.0625,69400
35.41,31,2348,701,1413,611,1.3222,51400
35.4,35,2608,620,1566,583,2.1818,63500
35.41,20,3268,833,1622,758,1.3587,67500
35.42,10,4159,608,2089,591,5.5261,132000
35.42,19,3889,832,1872,731,2.6812,107600
35.41,12,3449,522,1754,551,5.6235,130600
35.42,52,154,75,37,16,10.0263,200000
35.43,28,254,35,118,37,4.8571,237500
35.4,18,1894,319,846,317,3.8611,126400
35.39,10,6435,1040,3242,1030,5.575,132200
35.4,11,8739,2190,4781,1919,1.7109,44600
35.39,29,1820,459,1134,419,1.8289,59400
35.38,36,790,224,426,208,1.4427,50600
35.39,30,227,75,169,101,1.3527,60000
35.4,43,2225,392,890,374,4.0208,90400
35.4,48,1908,331,789,321,3.5714,84600
35.4,44,2250,378,928,379,4.3906,93900
35.39,42,2839,516,1203,487,3.7708,79400
35.39,51,1373,284,648,300,2.8295,72100
35.41,36,1896,315,937,303,3.996,85500
35.4,34,1859,323,854,309,3.1906,76200
35.4,34,813,171,440,170,2.8393,69800
35.4,36,1443,273,680,259,2.9821,73100
35.4,36,1864,331,1052,325,3.4205,76600
35.41,36,1482,266,640,274,3.875,94500
35.4,28,4667,875,2404,841,3.2325,89000
35.41,29,3548,729,1542,659,2.947,87100
35.4,23,4483,894,2136,883,3.6875,101700
35.4,27,2473,400,1271,427,3.5524,89100
35.39,23,5624,1148,2842,1042,3.1297,79000
35.38,34,2047,347,888,352,3.6734,92900
35.38,35,2220,388,906,373,3.5938,95200
35.38,41,2417,435,973,406,3.0568,85600
35.38,26,4800,831,2365,743,3.7533,87000
35.38,30,2594,478,1419,480,3.725,83100
35.38,33,3122,579,1733,545,3.8307,70600
35.41,21,3999,727,1889,688,3.875,99500
35.4,14,5548,941,2815,935,4.2214,104600
35.39,27,3074,452,1223,452,5.4592,139100
35.39,13,3137,417,1318,397,7.7751,194100
35.41,6,4656,971,2320,935,3.0938,100800
35.41,10,3216,526,1539,483,6.3639,143000
35.4,10,3587,774,1398,763,2.569,113000
35.37,14,2458,433,1352,411,3.5441,87000
35.37,32,4121,755,2590,721,3.3462,67600
35.34,20,1351,255,762,253,2.1111,105300
35.37,17,3589,701,1746,640,2.4919,75700
35.37,34,2412,446,1558,421,2.6903,62800
35.37,33,3372,741,2352,704,2.0643,57600
35.37,23,1106,252,790,230,1.8523,59700
35.37,34,1672,359,1059,349,2.1588,61300
35.37,37,1667,362,971,335,2.875,57400
35.37,37,1475,327,946,295,1.6728,55400
35.37,41,1463,339,1066,318,1.7467,52400
35.37,40,1603,374,1026,337,1.365,54300
35.39,38,2121,433,1547,441,2.774,59500
35.38,32,1361,363,1483,297,1.625,46800
35.38,39,1497,383,1182,355,1.0648,50000
35.38,42,1185,358,1038,299,0.9951,48000
35.37,41,2396,602,1781,543,1.8819,58000
35.38,35,1673,426,1041,413,1.375,57500
35.38,26,1317,374,1025,304,1.4024,51000
35.38,30,1390,361,1116,298,1.3451,57500
35.39,22,1812,457,1592,420,1.4146,49100
35.38,24,1807,465,1460,410,1.4786,54800
35.38,34,1020,247,795,228,1.625,50800
35.38,28,1171,299,1193,273,0.8639,49400
35.39,39,2228,542,1516,435,1.6009,48800
35.39,36,1438,348,1054,341,1.8319,55400
35.39,52,2805,573,1325,522,2.5083,70100
35.39,29,607,177,476,143,1.1875,50700
35.39,32,2620,682,2375,684,1.2618,46900
35.37,41,303,78,216,80,2.2212,55500
35.37,36,832,198,814,174,1.4773,57400
35.37,38,918,220,743,222,1.7292,58100
35.37,35,825,179,670,181,1.1638,57900
35.37,52,425,119,380,97,1.4125,42500
35.38,44,434,110,274,86,1.1944,57500
35.38,52,114,26,158,26,1.075,67500
35.37,35,120,35,477,41,1.9125,47500
35.37,44,593,136,364,121,1.4779,66000
35.38,52,90,35,36,31,0.8054,60000
35.38,48,346,92,129,63,1.1875,63800
35.39,52,191,52,106,49,2.0455,72500
35.37,45,629,143,568,139,1.7321,84400
35.38,38,2122,394,843,410,3,91800
35.38,52,1695,290,540,260,2.7312,147100
35.37,52,1503,367,554,277,1.6786,126600
35.37,44,1618,310,667,300,2.875,82700
35.39,28,4513,764,1593,763,2.9821,118700
35.36,36,1942,414,1051,411,1.8362,66900
35.36,30,4635,800,2307,754,3.6548,84700
35.36,16,4507,1049,2261,959,3.3261,118400
35.36,19,5254,894,2155,831,4.6705,110700
35.36,12,6442,1116,2966,1092,4.5791,123400
35.36,9,1228,234,409,212,4.3482,95200
35.37,42,2508,483,1035,442,2.6513,72300
35.36,41,1944,363,977,388,3.9097,81300
35.36,40,1533,312,771,306,3.0435,69500
35.37,46,1637,338,714,297,2.1818,75300
35.37,44,2687,620,1521,549,1.7213,61600
35.36,48,1833,396,947,363,2.2827,70000
35.36,47,1631,340,847,315,2.5062,73700
35.36,41,2551,594,1342,595,1.9671,76800
35.37,38,1702,380,1191,366,1.8801,57800
35.36,38,1838,388,1203,373,1.6797,60700
35.36,36,2658,626,1490,529,1.2157,57000
35.36,24,1941,484,1277,435,1.056,51600
35.37,33,821,181,579,172,1.2469,46700
35.36,40,850,227,764,186,0.9407,43600
35.36,39,896,217,805,197,1.25,42500
35.35,35,1164,277,992,284,1.4015,48700
35.36,35,1021,280,1258,239,1.7375,48600
35.37,36,1562,398,1223,329,0.9675,47100
35.36,29,1244,266,933,227,1.6981,49400
35.36,15,1482,338,1059,279,1.2617,42700
35.36,18,1524,354,1210,344,1.1136,47800
35.36,31,1498,359,1168,340,1.2232,49300
35.36,19,2714,512,1823,500,3.1281,76200
35.36,30,2294,508,1753,482,2.1078,54700
35.37,32,1025,259,874,236,1.9612,53400
35.36,35,2285,497,1738,480,2.4848,54000
35.37,34,1379,333,1156,315,1.7197,48900
35.36,31,1418,306,1219,312,1.5743,46700
35.32,29,3480,608,2007,541,3.2738,78700
35.35,21,496,131,511,124,1.7614,33200
35.35,27,1615,355,1380,332,1.6632,49800
35.33,36,1590,367,1311,390,1.6786,52900
35.32,26,875,199,567,204,0.9288,36600
35.35,31,2931,716,1969,588,2.2155,62100
35.35,32,1293,317,1109,286,1.1786,45600
35.35,34,1354,325,922,304,2.1875,58000
35.34,44,1730,343,782,278,3.0208,63700
35.35,42,1239,251,776,272,1.983,63300
35.35,39,598,149,366,132,1.9125,57900
35.35,38,1472,305,670,282,2.2407,76000
35.34,38,1463,294,692,295,2.3125,65800
35.34,36,3474,645,1679,616,2.7256,71900
35.35,34,1441,294,695,275,2.6875,73700
35.35,31,1607,336,817,307,2.5644,73000
35.35,27,4590,897,2212,894,3.1753,85000
35.35,20,9351,2139,4584,1953,2.575,69900
35.34,14,3580,984,1933,912,2.6637,175000
35.33,18,12707,2685,7009,2552,2.9438,87200
35.34,17,2387,437,1204,423,4.0529,106200
35.35,24,4119,865,1294,879,2.4123,86200
35.34,16,4201,786,1667,724,4.8839,134100
35.33,4,8574,1489,4250,1444,5.1036,103400
35.35,5,4597,1071,1916,870,4.0327,131000
35.34,18,4070,512,1580,540,10.5941,245800
35.35,20,892,129,331,135,7.1837,176300
35.35,14,2113,256,842,265,8.5325,224100
35.34,16,1535,238,768,236,5.4449,118500
35.34,15,1474,235,768,238,4.1528,130100
35.33,4,6640,898,3121,902,6.759,170300
35.32,8,11609,2141,5696,2100,5.0012,106300
35.33,9,7085,1148,3084,1052,4.997,142900
35.32,15,3944,746,2355,757,3.569,70700
35.33,13,9027,1901,4870,1797,3.406,100700
35.33,14,5264,1064,3278,1049,3.8117,82800
35.34,34,2861,510,1375,486,3.4286,71400
35.33,26,3691,826,2072,827,2.1553,84700
35.33,21,3057,698,1627,680,2.7083,84700
35.34,34,2221,436,1131,408,3.0486,68500
35.34,36,973,219,613,187,1.5625,46700
35.33,42,1120,255,677,213,1.5429,39400
35.33,35,991,221,620,207,1.9417,53800
35.33,32,3068,628,1897,607,2.4234,63700
35.33,35,2053,412,1193,387,2.75,65800
35.34,35,1650,390,1145,343,1.5357,56500
35.32,35,1576,405,870,282,1.6575,59500
35.3,33,2248,434,1461,405,2.9402,56200
35.31,37,1337,275,767,273,1.6522,53300
35.3,3,2821,519,1353,495,3.6852,109800
35.32,20,37,11,34,8,1.2,50000
35.32,11,7035,1455,3525,1387,3.4827,93600
35.31,11,2161,371,1267,388,4.1957,92700
35.32,12,2721,549,1294,523,2.5575,100200
35.32,14,2927,588,1821,561,3.3529,82600
35.3,9,10822,1994,6241,1906,4.0631,88200
35.3,10,829,146,447,173,4.1484,102900
35.3,10,7397,1369,4611,1310,3.6369,81600
35.32,23,4870,965,2717,928,2.596,70000
35.31,19,7092,1517,4101,1436,2.1006,74800
35.3,7,8596,1597,4893,1520,3.9054,80900
35.27,25,3081,635,1830,591,2.5804,97900
35.22,5,6268,1003,3269,980,5.1457,118200
35.24,6,80,16,66,21,3.125,65000
35.28,10,7011,1453,4163,1307,2.7659,77500
35.24,40,282,59,213,71,2.35,91700
35.27,32,444,102,242,87,1.1528,150000
34.82,24,806,168,323,136,3.5,113900
34.83,18,3278,762,1338,550,2.9891,116500
34.81,30,2817,604,1089,412,3.1364,123500
34.83,6,8733,1600,2006,736,4.5724,168400
34.95,14,4054,787,1581,579,3.0882,148200
34.82,8,508,111,229,84,4.0332,128300
35.06,21,2213,458,1250,440,2.9187,52100
35.07,45,973,183,500,177,2.6389,30000
35.19,26,890,172,483,170,4.15,68200
35.27,23,3827,696,1993,617,3.0742,57900
